x1,x2,x3,y
-36,26,89,179
-92,11,12,-78
-41,-59,49,224
44,-11,36,174
-71,-30,-46,-149
-20,23,67,135
-86,-43,93,279
-19,-28,-87,-224
43,52,59,116
-32,-65,88,362
84,-73,-9,203
95,-96,-6,269
-18,-100,31,275
-51,-88,25,200
-18,14,-19,-103
-44,-55,-72,-150
45,-84,-95,-72
38,-64,-100,-134
-2,21,-83,-293
17,-10,3,46
92,87,54,80
0,0,-37,-111
97,67,-26,-115
8,-50,34,210
-34,93,62,-34
99,9,-11,48
-98,93,96,4
14,52,-24,-162
68,-85,81,481
9,-63,43,264
17,-96,-43,80
-83,63,-13,-248
29,77,-71,-338
83,57,82,215
-35,-51,3,76
-30,-58,49,233
35,-84,-50,53
-18,-53,7,109
-56,-15,84,226
24,-53,52,286
-87,-37,87,248
52,60,60,112
-68,9,96,202
27,75,60,57
8,-40,-54,-74
-33,-78,67,324
73,-68,40,329
42,88,-97,-425
58,-31,24,192
-15,-91,13,206
-77,93,-5,-278
-25,21,-14,-109
68,-27,-54,-40
84,17,-26,-28
-96,-8,55,85
44,88,-48,-276
-19,-88,72,373
31,-91,100,513
51,29,-34,-109
63,-83,-12,193
64,-21,-88,-158
-19,-13,-81,-236
86,48,-25,-85
16,95,-43,-303
-59,-82,-23,36
42,-82,-2,200
95,-93,-80,41
-78,90,99,39
71,35,-26,-77
11,-97,90,475
80,7,17,117
-17,44,60,75
-65,7,88,185
70,70,66,128
51,-25,-42,-25
-70,79,-26,-306
-68,-97,-9,99
44,-84,-93,-67
88,-98,73,503
-82,14,-40,-230
-15,-29,83,292
41,71,-66,-299
86,-84,-38,140
58,-66,91,463
30,32,-42,-160
45,-12,-41,-54
58,-24,-85,-149
34,-54,-10,112
56,-3,99,359
-57,-30,-41,-120
-3,23,-7,-70
56,-85,56,394
-41,-71,-53,-58
59,28,-85,-252
-65,17,-53,-258
62,84,-100,-406
79,-4,23,156
46,-33,-95,-173
-82,39,11,-127
75,34,64,199
-3,-87,18,225
-18,-50,-45,-53
-83,21,53,34
-89,17,69,84
34,-45,-68,-80
-32,-69,93,385
46,6,-75,-191
60,54,20,12
-6,16,21,25
21,-64,8,173
80,98,-6,-134
58,-30,76,346
95,-80,8,279
-73,38,-34,-251
-9,26,-97,-352
75,11,-40,-67
48,32,-83,-265
-14,-44,-77,-157
-41,-91,37,252
23,83,75,82
-39,-11,18,37
-56,72,-98,-494
30,-12,92,330
-29,35,-94,-381
67,-54,-9,148
-52,-17,29,69
57,-93,-64,51
-40,-51,-56,-106
88,6,-22,10
-19,-76,99,430
43,47,-93,-330
-17,-72,-76,-101
-37,-4,-90,-299
-20,30,95,205
-39,-71,46,241
91,-41,-15,128
-73,-95,-69,-90
44,-14,56,240
-83,-8,-70,-277
-86,-45,73,223
-27,37,35,4
23,55,83,162
32,7,38,132
-26,-41,-63,-133
-63,22,-10,-137
29,-4,83,286
26,83,-96,-428
26,21,-38,-130
19,-51,-18,67
39,5,94,311
52,-18,75,313
-57,-11,36,73
46,-47,4,152
-80,-75,-62,-116
-30,-77,-58,-50
84,38,-67,-193
28,75,58,52
-25,8,97,250
-14,-68,-96,-166
-44,-73,83,351
-38,-38,51,191
-6,-27,-76,-180
-78,40,87,103
-22,-18,-30,-76
66,81,57,75
87,-49,63,374
8,-11,28,114
0,-87,50,324
-14,-33,48,196
77,-58,12,229
-55,95,12,-209
-67,-13,16,7
76,-51,76,406
-74,5,78,150
42,15,7,33
50,-96,-97,-49
84,-4,22,158
-88,-80,-89,-195
26,83,42,-14
-67,-63,13,98
10,-16,-24,-30
-59,-13,66,165
-40,16,7,-51
-4,-36,77,299
-96,23,63,47
79,79,18,-25
-20,4,11,5
26,100,-49,-321
-25,-14,-44,-129
8,44,83,169
-82,42,-44,-298
-54,90,51,-81
-32,-5,97,269
-89,-1,67,114
-51,-43,-2,29
17,56,91,178
64,27,41,133
-83,-96,-73,-110
87,65,-45,-178
-32,-66,53,259
2,-60,-36,14
-41,-12,-12,-53
-83,-23,-76,-265
54,44,-76,-262
-13,-44,-29,-12
-31,-99,-91,-106
-92,-31,-99,-327
-4,14,72,184
89,-95,-41,156
-83,-2,-64,-271
81,85,33,10
-4,-70,-39,19
-2,-21,-66,-158
-85,-69,37,164
-52,74,70,10
56,-55,-37,55
28,82,10,-106
-93,60,-20,-273
13,82,83,98
33,28,-1,-26
-21,-38,-3,46
-1,-40,-72,-137
-57,14,-8,-109
-61,-15,60,149
-24,96,-4,-228
-36,12,-32,-156
85,5,-67,-126
-57,-85,-33,14
100,-2,38,218
-79,-78,-79,-160
-31,28,58,87
-78,-54,-95,-255
58,90,-21,-185
-6,-45,-59,-93
87,-55,-67,-4
-35,-94,66,351
23,75,-12,-163
-64,-52,-1,37
-60,-18,-36,-132
-17,-63,63,298
64,81,-4,-110
69,54,-8,-63
49,-12,-73,-146
58,-8,48,218
-12,27,89,201
69,37,8,19
-14,11,52,120
-75,-16,-70,-253
-25,-92,-18,105
-15,-75,84,387
94,-63,-38,106
-57,49,-76,-383
-49,11,-79,-308
-76,-76,71,289
-45,-99,24,225
-24,3,-90,-300
-55,56,41,-44
-83,93,59,-92
5,13,-64,-213
14,-54,-47,-19
97,-53,-55,38
-17,-70,68,327
5,32,61,124
40,61,-16,-130
-46,-32,-12,-18
-31,96,-2,-229
32,28,36,84
41,62,47,58
86,-62,-6,192
51,21,-37,-102
-24,-46,-93,-211
-99,36,2,-165
20,96,-61,-355
-61,64,-80,-429
78,35,88,272
-82,43,-61,-351
50,64,-32,-174
-31,-92,82,399
58,-86,34,332
-41,1,-49,-190
11,59,52,49
-91,-91,-43,-38
29,-19,6,85
-64,-94,-48,-20
-36,-35,-37,-77
75,45,23,54
7,58,47,32
-14,-91,18,222
-60,60,-53,-339
34,1,53,191
63,-15,-97,-198
71,-89,-76,21
4,10,9,11
43,39,-53,-194
-14,42,-87,-359
-92,62,65,-21
84,-80,-74,22
5,-70,-28,61
-41,7,8,-31
68,13,40,162
6,-41,75,313
30,-91,-38,98
-50,51,-72,-368
84,-71,-14,184
-3,-95,72,403
20,-1,99,319
-16,35,9,-59
61,-48,97,448
77,38,11,34
-4,44,42,34
-37,42,-86,-379
55,-4,47,204
-49,55,-81,-402
24,-62,-83,-101
39,23,70,203
-7,65,73,82
50,75,64,92
-20,27,-14,-116
-97,52,-86,-459
89,-6,4,113
70,79,-11,-121
40,-6,15,97
-74,0,-72,-290
-88,98,-46,-422
-71,-93,71,328
-90,67,-76,-452
-26,-94,32,258
81,30,3,30
74,37,-74,-222
90,-66,95,507
55,66,-95,-362
55,92,-43,-258
-44,82,3,-199
-84,-38,-62,-194
55,89,68,81
-24,-41,-5,43
-31,-13,-1,-8
-59,-60,48,205
-68,-27,-79,-251
-74,91,10,-226
10,-29,-98,-226
24,-6,68,240
-25,-32,26,117
41,-54,90,419
75,44,-87,-274
-7,-34,-96,-227
-88,92,-19,-329
39,70,-47,-242
-67,-44,-82,-225
4,-54,89,379
-80,24,54,34
97,-49,-73,-24
-34,56,55,19
-13,82,-86,-435
28,82,70,74
22,-39,10,130
-49,0,8,-25
96,-67,-95,-55
-35,-80,47,266
16,-37,21,153
-3,69,31,-48
92,-38,1,171
34,-96,3,235
72,28,-20,-44
-76,3,33,17
-46,62,58,4
79,-6,-80,-149
-86,90,-49,-413
-77,-2,43,56
26,-91,44,340
-43,-42,-56,-127
11,95,95,106
42,77,32,-16
-94,45,-13,-223
75,35,49,152
50,-90,-41,107
38,-32,-33,3
-7,43,-97,-384
-88,74,29,-149
84,79,91,199
-24,-73,-80,-118
88,51,30,76
-98,43,45,-49
73,21,-63,-158
-7,27,75,164
-6,89,-62,-370
-81,-56,-59,-146
99,65,-79,-268
-40,-76,-10,82
-17,17,-76,-279
77,31,15,60
73,48,-17,-74
90,-18,49,273
-21,-39,-66,-141
85,55,-1,-28
-75,55,-29,-272
-100,-12,17,-25
-97,72,70,-31
-64,10,69,123
-6,-92,-29,91
-51,-77,38,217
-20,77,37,-63
23,-70,15,208
46,79,-44,-244
4,-28,85,315
65,-3,30,161
50,-56,65,357
-72,-80,68,292
19,-22,69,270
100,24,1,55
-57,-73,-77,-142
-88,-71,-27,-27
-2,42,41,37
83,-11,5,120
79,-100,92,555
-22,79,97,111
31,-81,91,466
6,46,-84,-338
-4,53,-86,-368
-94,24,80,98
-53,-28,-69,-204
71,-96,-66,65
-85,98,37,-170
80,12,-32,-40
-71,60,25,-116
2,23,16,4
-14,-40,71,279
15,37,76,169
-99,-94,50,239
-63,-9,49,102
-38,52,-66,-340
-64,25,-47,-255
72,-79,74,452
-93,79,73,-32
-48,87,60,-42
8,-45,85,353
66,20,92,302
14,-11,-80,-204
-35,71,-34,-279
23,43,-29,-150
95,-83,-83,12
24,40,-55,-221
-87,74,-48,-379
-17,1,-2,-25
-65,94,26,-175
-37,72,-40,-301
73,-34,-88,-123
60,-34,53,287
-34,-4,-4,-38
8,28,41,75
24,-69,-95,-123
52,-92,16,284
-44,-99,-56,-14
35,95,-30,-245
-53,-3,96,241
67,0,-79,-170
-74,-65,82,302
45,-51,94,429
7,12,49,130
31,5,-67,-180
-57,-9,-7,-60
37,-62,-24,89
-2,-74,75,371
89,-60,67,410
85,-98,33,380
67,32,16,51
-37,-20,-34,-99
-38,-36,18,88
94,38,17,69
-17,-99,77,412
66,53,42,86
56,38,-35,-125
71,97,-83,-372
63,21,98,315
-55,38,87,130
-38,-32,-5,11
-91,-79,36,175
72,-52,97,467
-14,-90,69,373
40,10,-78,-214
64,66,95,217
16,-54,1,127
-64,-84,-37,-7
90,-49,-17,137
-64,-37,19,67
-37,89,-72,-431
-22,-32,51,195
-24,21,92,210
-73,-1,97,220
-60,4,44,64
27,-20,53,226
34,94,93,125
63,-59,-9,154
2,-75,-6,134
45,86,-54,-289
28,-96,30,310
100,15,-4,58
78,-28,-37,23
-85,100,11,-252
-17,54,61,58
23,56,69,118
100,-14,53,287
-6,-48,28,174
-52,-18,-17,-67
-7,76,-81,-402
62,59,-4,-68
39,-45,27,210
81,-94,55,434
-66,-100,-1,131
-90,-41,-22,-74
-64,-9,-90,-316
-30,74,-51,-331
-48,-8,-50,-182
63,-54,-37,60
-49,-69,81,332
18,-3,-5,9
-92,59,20,-150
0,-45,-2,84
-38,-18,-29,-89
-11,97,-51,-358
15,40,95,220
-45,-88,-18,77
99,7,-98,-209
60,33,-61,-189
52,-16,-75,-141
-43,-35,-52,-129
79,-12,-20,43
-96,54,-12,-240
-59,65,-46,-327
8,55,-23,-171
70,-66,-24,130
98,60,-18,-76
24,8,52,164
-49,-27,100,305
28,51,0,-74
-10,71,21,-89
46,99,77,79
-22,23,4,-56
-67,-100,20,193
-97,17,-17,-182
7,-13,0,33
13,-94,-39,84
0,41,-3,-91
-19,75,-9,-196
29,70,98,183
-93,94,31,-188
80,-53,90,456
96,66,-4,-48
47,19,7,30
-28,53,54,28
-4,-53,2,108
-47,22,-91,-364
95,-82,-3,250
-38,75,-24,-260
71,100,-45,-264
-11,-100,64,381
-100,74,1,-245
-13,0,42,113
52,-9,-14,28
-26,6,35,67
84,-57,-81,-45
-4,95,85,61
-34,35,10,-74
-57,90,-22,-303
-85,78,-79,-478
39,-45,44,261
53,40,31,66
-35,64,54,-1
-96,-87,61,261
8,-24,-15,11
-9,-60,81,354
61,52,13,-4
-32,-1,48,114
57,96,33,-36
7,43,34,23
40,66,84,160
-71,-10,75,174
95,-14,-29,36
-64,20,4,-92
-29,11,85,204
97,-2,-28,17
-62,77,-89,-483
-94,-3,14,-46
90,60,-76,-258
-49,-74,-30,9
1,81,-17,-212
-14,7,15,17
7,39,73,148
9,34,67,142
80,8,66,262
65,7,74,273
-48,35,-97,-409
-7,50,53,52
-53,49,-64,-343
-41,-20,23,68
15,-29,-25,-2
15,23,-30,-121
54,-14,76,310
-91,89,-23,-338
88,-42,69,379
-12,-80,13,187
41,-42,-78,-109
-87,-14,24,13
-25,-97,39,286
67,92,26,-39
11,10,-44,-141
-71,-65,60,239
2,20,-46,-176
96,13,-17,19
-73,36,7,-124
-69,80,64,-37
-32,-96,-35,55
33,16,-35,-104
-5,-45,-1,82
85,32,-88,-243
96,14,-88,-196
-78,-85,78,326
6,75,95,141
60,-48,-6,138
-36,22,34,22
-8,-91,-46,36
-34,-89,0,144
75,-66,90,477
27,-37,24,173
-3,-44,62,271
50,88,-37,-237
-54,24,-29,-189
-16,-30,-58,-130
-95,-50,-95,-280
32,38,-68,-248
28,-25,96,366
-75,77,68,-25
61,84,-75,-332
24,98,9,-145
-34,3,-10,-70
-74,-94,2,120
-88,-59,98,324
-57,-2,-51,-206
-34,76,2,-180
76,30,-53,-143
-89,52,-56,-361
-51,-13,-34,-127
-76,97,5,-255
95,-48,-11,158
86,42,88,266
-20,22,38,50
85,-24,-76,-95
1,-1,-87,-258
-15,45,23,-36
0,51,-3,-111
84,-96,57,447
-37,6,40,71
65,21,42,149
21,-49,-71,-94
27,-43,40,233
75,92,-3,-118
-97,15,-40,-247
-27,80,-63,-376
-42,4,-11,-83
27,-4,-58,-139
-89,-67,46,183
94,-90,75,499
27,-70,-61,-16
-32,55,15,-97
-35,-66,-22,31
0,-83,79,403
-54,50,-82,-400
57,73,14,-47
-7,-82,96,445
-92,-32,31,65
93,-84,-35,156
-89,-73,-69,-150
72,42,96,276
2,-58,46,256
22,-70,-21,99
79,-59,-63,8
-61,85,-41,-354
38,25,38,102
-81,-17,82,199
70,79,0,-88
30,-14,13,97
44,99,80,86
58,52,-17,-97
-75,35,-93,-424
-13,16,35,60
53,-13,-21,16
-26,-54,-53,-77
45,-59,85,418
-61,-70,57,250
-100,70,-71,-453
-47,24,60,85
-37,-93,61,332
-67,80,-46,-365
87,-92,44,403
-89,-7,-42,-201
6,59,17,-61
52,-9,83,319
-14,17,34,54
70,96,-82,-368
-19,66,18,-97
-30,-83,-40,16
-45,1,-10,-77
-4,-84,-86,-94
36,-42,53,279
23,13,-96,-291
75,94,-28,-197
-95,9,-17,-164
12,43,39,43
-75,-72,-38,-45
91,-94,14,321
-19,-41,-24,-9
59,-37,63,322
-10,35,50,70
-69,56,7,-160
-11,79,0,-169
81,37,7,28
-7,42,76,137
-18,-45,66,270
-26,-63,35,205
-44,-9,13,13
41,66,7,-70
-13,37,55,78
-10,-79,-69,-59
-88,40,46,-30
-98,-40,-18,-72
92,-39,33,269
-47,-78,-5,94
-93,-69,-81,-198
98,-24,60,326
-60,5,96,218
-24,-82,-21,77
-100,-29,86,216
-77,-59,-85,-214
84,-63,91,483
-66,-42,-51,-135
-49,61,-90,-441
-74,78,100,70
8,-46,-79,-137
-14,-31,74,270
73,-67,22,273
-64,-67,-82,-176
-34,24,-68,-286
-91,-98,22,171
2,70,-22,-204
-33,-13,72,209
2,34,58,108
-5,5,-52,-171
-65,-79,9,120
-78,11,-50,-250
96,-41,-48,34
91,0,49,238
13,76,-83,-388
63,21,36,129
100,5,16,138
55,-32,-34,17
-91,-57,-69,-184
-95,-47,-29,-88
93,59,25,50
82,-77,25,311
-35,-40,85,300
94,-52,19,255
-47,40,-99,-424
-46,19,-66,-282
89,-95,91,552
94,-11,-92,-160
39,-8,47,196
72,-38,47,289
-1,-29,52,213
-45,-86,-11,94
-85,-72,20,119
69,-21,-55,-54
-64,-88,-50,-38
95,-45,31,278
35,-32,83,348
81,6,-81,-174
-75,60,6,-177
72,-52,78,410
-46,-47,32,144
-34,92,-72,-434
-42,61,81,79
72,89,44,26
89,1,-42,-39
-59,97,-50,-403
-38,41,-66,-318
83,-58,43,328
-100,-99,-49,-49
-81,66,-30,-303
63,67,-5,-86
-80,-15,-5,-65
35,-75,71,398
51,-5,44,193
-4,-15,-22,-40
-94,-3,-14,-130
44,22,-59,-177
88,-89,96,554
-31,-50,-12,33
63,17,-55,-136
-22,52,17,-75
27,-69,5,180
-55,80,-48,-359
-34,-86,-35,33
65,39,5,2
11,40,24,3
86,56,62,160
-30,36,-34,-204
-11,-25,-42,-87
43,-88,-84,-33
-45,-54,-4,51
76,-89,73,473
64,70,50,74
-48,39,76,102
26,12,72,218
4,93,-7,-203
98,87,39,41
-68,52,-50,-322
8,-37,-2,76
-82,-28,-55,-191
-66,90,-56,-414
22,-32,82,332
40,38,-53,-195
-55,95,-90,-515
27,-81,-20,129
43,51,39,58
72,-98,-78,34
-49,25,2,-93
6,43,-11,-113
-60,13,56,82
-9,40,73,130
43,74,-29,-192
33,53,-14,-115
85,-23,10,161
28,-81,-46,52
-79,98,45,-140
66,-81,-4,216
-81,-71,33,160
-19,7,15,12
96,20,-60,-124
-78,63,-32,-300
3,-71,-76,-83
-97,52,-64,-393
-10,-93,76,404
-59,4,-52,-223
-41,-23,91,278
4,-16,-7,15
-8,34,15,-31
35,92,-54,-311
81,37,63,196
-57,-37,66,215
-74,26,-49,-273
46,-73,-60,12
-55,-89,-83,-126
75,32,-93,-268
18,80,-78,-376
-44,-60,-77,-155
39,3,85,288
-61,64,22,-123
70,-65,55,365
76,90,-45,-239
-81,34,22,-83
60,-70,34,302
-60,-76,-39,-25
-82,50,-27,-263
-58,-16,-58,-200
77,-68,3,222
-2,36,-33,-173
35,-93,-94,-61
-21,-51,2,87
11,27,34,59
-80,56,-51,-345
51,-14,46,217
-65,-23,55,146
-34,12,45,77
1,7,52,143
-81,24,-16,-177
87,74,-73,-280
13,42,90,199
-70,95,29,-173
-88,-53,-52,-138
46,-33,23,181
11,84,27,-76
-46,-52,-60,-122
-88,93,42,-148
82,16,-6,32
23,100,4,-165
-85,-1,-72,-299
65,88,-25,-186
-75,-98,-50,-29
12,-72,75,381
-40,95,48,-86
43,-91,-1,222
-64,-57,44,182
67,60,-6,-71
87,-29,9,172
-64,19,-9,-129
35,-14,-7,42
48,92,42,-10
-85,-78,47,212
74,78,-3,-91
29,31,65,162
-68,-61,-34,-48
3,-92,94,469
77,-36,37,260
-8,39,99,211
90,53,-1,-19
-18,19,-46,-194
-57,-40,-75,-202
34,80,-91,-399
37,48,1,-56
3,56,73,110
22,-72,55,331
-79,85,-83,-498
6,61,77,115
-100,-3,-70,-304
-59,42,-22,-209
9,-1,-69,-196
-77,-41,-71,-208
98,-11,-99,-177
86,-17,-65,-75
-35,48,-85,-386
-25,-88,60,331
-71,92,10,-225
58,20,-55,-147
28,-93,-60,34
100,45,-48,-134
73,59,11,-12
77,-65,-78,-27
-13,2,-66,-215
-47,25,59,80
11,-5,-14,-21
70,-22,17,165
-42,51,57,27
-14,-46,78,312
12,68,-90,-394
79,-90,69,466
-43,60,-18,-217
-95,-98,-100,-199
-83,24,47,10
12,-16,-73,-175
79,11,-78,-177
64,3,65,253
-9,93,52,-39
0,-49,-17,47
-42,81,-23,-273
49,-19,4,99
75,94,68,91
-34,-38,-30,-48
58,24,-69,-197
-65,64,74,29
74,-75,97,515
42,100,87,103
-62,9,95,205
19,32,-80,-285
31,63,13,-56
-91,-21,-8,-73
-20,-66,-7,91
-15,-14,-12,-23
45,85,28,-41
-56,8,90,198
75,32,-5,-4
21,16,21,52
-72,50,-51,-325
35,-92,-12,183
-58,39,46,2
-12,-87,-26,84
-96,-91,27,167
98,-21,-96,-148
8,-92,-83,-57
-93,-80,-78,-167
32,-60,64,344
98,-72,22,308
98,-55,-67,7
86,-22,-31,37
-50,-4,44,90
-77,59,-62,-381
-55,-98,-84,-111
20,-81,-99,-115
-38,-39,-91,-233
58,68,49,69
82,-100,9,309
67,-40,-11,114
74,11,-46,-86
27,-17,-55,-104
-95,3,90,169
-60,90,58,-66
-41,52,30,-55
40,-95,-26,152
27,-38,61,286
-43,-30,89,284
71,87,-37,-214
57,-66,-99,-108
45,-84,-32,117
-39,61,-71,-374
97,-37,40,291
-19,-79,51,292
58,43,-84,-280
95,86,-64,-269
-85,17,-29,-206
-3,67,5,-122
-96,99,-70,-504
-75,-51,99,324
-35,-5,-8,-49
30,-60,35,255
-3,41,-71,-298
12,63,71,99
78,37,62,190
27,-78,99,480
55,-58,-93,-108
-67,-93,29,206
-24,-8,10,22
-63,97,-92,-533
-8,-13,17,69
68,81,15,-49
38,17,-4,-8
5,-35,-80,-165
21,-25,-91,-202
43,68,89,174
24,-26,-16,28
73,-21,-69,-92
53,-21,-87,-166
12,-76,-55,-1
-32,-3,88,238
85,-81,89,514
-57,-74,44,223
39,-53,-4,133
21,-33,-3,78
-55,-75,63,284
83,-21,98,419
1,-41,92,359
-72,-39,42,132
-73,26,-3,-134
41,-45,67,332
84,54,19,33
-18,62,-48,-286
96,-75,-21,183
100,-62,60,404
-75,51,51,-24
94,94,71,119
-78,-25,74,194
-57,-9,-6,-57
19,43,78,167
-95,63,13,-182
-79,96,-79,-508
-36,84,-5,-219
-23,-39,-85,-200
-7,1,-46,-147
35,48,-55,-226
25,95,57,6
53,50,-60,-227
-15,5,-90,-295
-56,-51,-94,-236
-4,-64,-8,100
-66,10,-17,-137
-99,-97,85,350
-55,76,-84,-459
-5,-87,16,217
20,13,-92,-282
-64,72,-84,-460
-10,17,70,166
-41,-44,-82,-199
-40,-15,-47,-151
64,-58,16,228
26,-41,-36,0
-68,-8,33,47
46,-31,69,315
66,82,54,64
-64,-90,51,269
12,49,-83,-335
-23,15,-6,-71
35,-48,-47,-10
34,-16,-8,42
24,-61,-2,140
58,97,-39,-253
-13,61,-36,-243
81,11,12,95
-22,-22,-57,-149
-74,43,-42,-286
-88,4,-3,-105
53,-19,70,301
-67,28,9,-96
25,-77,42,305
36,69,91,171
63,-81,-26,147
-37,-72,-55,-58
92,-75,35,347
-84,25,45,1
-34,23,55,85
35,30,13,14
1,-69,-44,7
26,-13,-9,25
-36,-28,49,167
-38,-34,-78,-204
18,75,63,57
-24,50,25,-49
-69,75,88,45
-96,17,9,-103
-73,-52,30,121
43,-13,-78,-165
73,-50,-47,32
-96,87,85,-15
42,44,-8,-70
-93,44,37,-70
-81,-38,-44,-137
5,84,71,50
-90,-71,-37,-59
95,29,2,43
93,15,37,174
-21,68,53,2
81,-99,-17,228
52,-53,52,314
15,-92,-41,76
-7,30,-63,-256
45,90,74,87
-2,73,96,140
-93,72,69,-30
68,-74,60,396
-31,-53,-92,-201
88,-22,53,291
29,77,52,31
50,-78,-49,59
58,-80,3,227
-24,-28,4,44
10,53,38,18
-27,-60,35,198
-61,48,21,-94
99,-93,-46,147
-5,-97,17,240
24,-52,-90,-142
-48,-81,67,315
1,22,83,206
-18,-93,-99,-129
87,-21,-68,-75
35,-85,-97,-86
97,-17,47,272
-79,-49,-26,-59
82,32,-25,-57
-70,-49,3,37
82,46,-51,-163
-77,-47,74,239
-87,42,9,-144
-79,-77,-30,-15
66,-49,-52,8
56,79,91,171
-10,-80,-32,54
14,4,-2,0
-84,-96,-92,-168
13,-53,64,311
25,-97,-75,-6
88,70,-27,-133
95,34,-2,21
57,-62,78,415
73,-38,5,164
11,-63,-22,71
62,17,96,316
6,-47,59,277
-43,81,21,-142
8,-81,49,317
-1,-48,-86,-163
-4,52,44,24
-55,9,-85,-328
37,91,-38,-259
-56,-12,-61,-215
-26,-64,-14,60
-60,-75,77,321
-94,16,-31,-219
86,-15,-42,-10
-72,-91,-19,53
-4,-49,30,184
-61,49,-99,-456
-99,98,-45,-430
97,-43,-38,69
-37,-47,-39,-60
-16,8,-12,-68
13,-6,-98,-269
-49,7,38,51
47,-36,10,149
-5,17,-58,-213
-30,92,-95,-499
-79,20,28,-35
16,27,-28,-122
-98,72,95,43
-77,91,94,23
-41,49,40,-19
9,72,15,-90
-55,-30,-5,-10
73,80,99,210
-39,60,30,-69
29,-76,-84,-71
3,8,37,98
24,-73,-78,-64
-72,92,-2,-262
-21,45,31,-18
20,36,-3,-61
-46,-1,2,-38
-84,68,88,44
70,73,45,59
-98,-75,-50,-98
-15,-81,4,159
30,-59,-21,85
24,-38,-77,-131
-13,-51,-30,-1
-81,-18,-30,-135
-78,-37,-95,-289
-49,73,61,-12
2,-80,8,186
-43,99,100,59
58,88,64,74
-82,36,28,-70
-26,54,-14,-176
39,-28,46,233
-57,-3,85,204
-3,90,41,-60
-72,19,-31,-203
-19,38,-64,-287
-91,-80,67,270
73,-95,-59,86
75,54,100,267
60,39,-41,-141
-44,96,-9,-263
-90,-9,8,-48
73,-10,51,246
-90,-25,-95,-325
7,98,6,-171
-22,30,16,-34
-82,-66,22,116
13,-17,19,104
99,-40,7,200
-48,24,-44,-228
53,-75,97,494
9,-59,87,388
15,-90,-80,-45
4,98,-87,-453
-77,93,86,-5
98,31,-85,-219
-46,1,-75,-273
80,54,-57,-199
-96,-42,-84,-264
-23,-97,-71,-42
66,-19,-68,-100
-36,87,55,-45
-5,-49,-28,9
-4,86,-12,-212
93,-37,-28,83
63,98,39,-16
-29,91,-100,-511
-51,91,88,31
-65,42,95,136
73,1,-89,-196
12,-2,-57,-155
28,50,-64,-264
-11,69,-93,-428
-16,11,-60,-218
-46,22,-35,-195
-5,-99,-48,49
-22,-23,-79,-213
47,-14,-11,42
-6,-85,58,338
-64,40,-48,-288
90,72,80,186
51,-37,-88,-139
39,38,72,179
-88,-40,-42,-134
-43,-91,-52,-17
-5,20,-94,-327
76,-6,-64,-104
70,63,-69,-263
36,96,57,15
-58,72,16,-154
-46,-94,-82,-104
-25,51,86,131
27,34,-92,-317
-43,41,96,163
-98,54,-43,-335
67,28,-64,-181
-13,45,-60,-283
-26,-4,-98,-312
57,-60,77,408
50,95,-16,-188
99,77,50,95
-40,52,-17,-195
-88,100,-87,-549
84,-76,-67,35
-39,49,-87,-398
-61,-99,59,314
82,-84,-34,148
13,-15,-61,-140
-72,79,-92,-506
14,-39,-76,-136
-1,-18,-91,-238
-34,-49,35,169
-72,3,-66,-276
-58,48,56,14
-22,-59,11,129
-27,82,-8,-215
-76,-53,32,126
3,6,-6,-27
-22,-29,78,270
31,7,60,197
-67,-35,92,279
-97,33,-16,-211
-84,-57,-85,-225
77,12,2,59
-57,39,15,-90
-13,-84,88,419
71,-4,-16,31
-91,18,-96,-415
-10,47,-71,-317
2,49,-31,-189
79,65,81,192
87,45,-82,-249
95,34,-48,-117
45,-5,29,142
-76,35,12,-110
-38,60,42,-32
27,-43,-21,50
-5,45,-90,-365
26,63,4,-88
4,-42,-36,-20
89,-4,-47,-44
41,-25,-26,13
13,57,-22,-167
-51,-10,90,239
-49,-98,79,384
-70,1,86,186
56,84,-51,-265
-18,61,25,-65
-12,-9,-57,-165
100,-88,4,288
-28,80,-1,-191
-21,57,-6,-153
68,-42,-82,-94
-42,-18,-13,-45
78,-74,96,514
-4,-87,-86,-88
15,-55,60,305
-58,-89,65,315
-89,26,39,-24
64,-79,-77,-9
-7,100,45,-72
-47,77,31,-108
-65,-77,-43,-40
52,3,45,181
-58,87,77,-1
93,-6,44,237
52,-74,69,407
-60,19,48,46
-33,61,97,136
64,65,-17,-117
90,-3,59,273
-95,70,-23,-304
-1,-63,24,197
43,-36,6,133
-11,-6,28,85
-74,-84,100,394
51,24,99,300
4,13,-40,-142
-100,4,-90,-378
-47,36,51,34
-5,20,-6,-63
-58,-61,-3,55
58,43,-77,-259
-26,-86,-3,137
-98,-52,38,120
13,-76,-51,12
61,-53,-91,-106
34,-42,-51,-35
-41,49,-13,-178
-49,-68,-33,-12
-42,90,-70,-432
37,33,-13,-68
-86,-21,-42,-170
-35,66,82,79
-28,-12,59,173
-64,-74,75,309
-43,13,70,141
61,82,-14,-145
78,50,-79,-259
-43,-40,63,226
89,9,54,233
-61,79,-36,-327
-12,15,-15,-87
20,85,49,-3
-69,-82,-8,71
8,5,-67,-203
73,2,-5,54
53,90,-8,-151
9,-37,-99,-214
-63,35,25,-58
97,91,68,119
49,97,62,41
-27,-50,-100,-227
30,83,88,128
54,-65,64,376
90,-27,-65,-51
-2,-78,98,448
95,16,44,195
-24,-35,-9,19
66,-58,21,245
