faceX,faceY,faceW,faceH,servoPitch,servoYaw
492,127,353,273,180,0
64,9,144,265,179.01,1.84
615,407,110,356,180,0
188,76,178,65,178.68,0.43
212,24,97,135,177.19,1.03
399,168,380,175,177.34,0
9,309,46,166,178.86,2.88
304,415,274,203,180,1.67
307,8,330,230,178.83,0.1499999999999999
411,469,81,280,180,0
360,461,48,262,180,0
263,289,38,322,180,0.38
284,167,256,85,179.69,0
295,253,48,170,180,0
35,270,195,175,180,1.8800000000000001
124,375,185,31,180,2.92
548,184,229,345,180,0
116,282,187,243,180,1.11
136,319,259,161,180,1.6600000000000001
98,443,293,178,180,2.42
134,49,246,59,178.38,3.05
117,195,248,391,179.88,3.84
241,470,35,333,180,4.46
22,144,63,112,179.6,7.13
238,139,129,307,180,7.31
436,345,229,310,180,5.01
35,442,159,181,180,7.07
287,211,255,317,180,6.13
494,218,119,150,180,3.8
298,217,270,393,180,2.67
301,162,324,173,180,1.24
209,442,367,302,180,0.52
230,223,380,113,180,0
78,4,163,107,178.17,1.61
45,413,105,298,180,3.84
464,414,297,192,180,0.9199999999999999
319,67,195,221,179.37,0
339,179,393,62,179.07,0
610,378,322,31,180,0
512,320,129,345,180,0
278,222,209,321,180,0
630,197,264,304,180,0
223,63,187,307,179.76,0
324,270,298,339,180,0
209,4,165,396,179.62,0.29
221,363,299,76,180,0
406,126,220,141,179.56,0
611,304,117,174,180,0
405,392,137,318,180,0
340,308,69,262,180,0
14,81,122,244,179.63,2.45
98,392,345,129,180,2.95
212,321,388,348,180,2.0900000000000003
323,326,252,269,180,0.8000000000000003
84,340,93,159,180,2.7
565,390,397,234,180,0
225,84,332,384,180,0
560,243,395,310,180,0
442,235,167,227,180,0
22,405,355,209,180,1.21
55,6,83,61,177.96,3.45
247,310,221,49,178.9,3.08
259,303,129,330,180,3.08
49,478,73,382,180,5.43
309,309,148,392,180,4.8
629,475,193,118,180,0.75
277,283,231,368,180,0.030000000000000027
212,399,199,101,180,0.12000000000000002
147,367,262,246,180,0.54
313,2,39,147,178.35,0.42000000000000004
32,194,176,187,178.82,2.42
446,84,147,335,178.93,0.42999999999999994
185,104,255,369,179.41,0.5099999999999999
151,430,300,96,180,0.7
288,288,30,155,180,0.87
56,97,232,115,179.14,2.35
403,368,375,134,180,0
39,359,260,167,180,1.51
420,124,342,85,179.26,0
101,227,388,86,179.56,0.25
184,178,36,338,180,1.43
257,92,151,350,180,1.31
206,326,325,192,180,0.8300000000000001
90,317,373,221,180,1.27
626,463,184,340,180,0
226,477,165,259,180,0.12
525,147,251,342,180,0
116,248,183,336,180,1.1300000000000001
338,456,251,288,180,0
393,15,351,123,178.36,0
233,124,117,278,178.59,0.29
254,156,369,257,179.03,0
234,469,196,320,180,0
228,230,140,286,180,0.22
152,457,136,162,180,1.22
545,202,299,119,180,0
591,346,342,351,180,0
637,103,349,353,180,0
476,433,195,104,180,0
467,23,338,114,178.4,0
429,26,224,87,176.69,0
627,432,33,155,179.38,0
10,384,147,193,180,2.37
421,79,230,140,179.09,0.20999999999999996
348,388,209,334,180,0
529,4,65,102,178.15,0
228,355,355,336,180,0
264,105,364,191,179.6,0
87,274,83,80,180,1.92
10,420,144,358,180,4.3
462,79,371,163,179.2,1.0299999999999998
273,170,311,287,179.92999999999998,0
604,475,382,378,180,0
223,151,156,311,180,0.19
83,79,300,308,179.93,1.06
158,101,164,376,180,1.86
488,309,290,197,180,0
442,227,83,112,180,0
631,69,42,224,179.41,0
407,170,91,54,178.98,0
163,70,64,78,177.67,1.25
589,277,323,357,179.82,0
313,11,162,200,178.53,0
575,157,56,281,179.1,0
454,358,207,182,180,0
203,281,334,80,180,0
452,96,303,264,179.88,0
568,479,69,154,180,0
403,141,349,368,180,0
51,84,327,199,179.43,1.06
139,206,46,386,180,2.64
80,115,154,357,180,4.2700000000000005
104,171,142,63,179.62,5.720000000000001
478,313,182,299,180,3.2300000000000004
345,260,305,257,180,1.4600000000000004
627,265,195,172,180,0
504,321,375,172,180,0
228,314,233,211,180,0
515,25,146,209,178.89,0
273,26,42,161,177.54999999999998,0.26
294,254,190,398,179.67999999999998,0
55,86,106,127,178.76999999999998,2.12
206,328,78,392,180,2.87
241,430,169,93,180,2.87
389,193,54,69,179.87,1.9100000000000001
240,461,358,76,180,0.9200000000000002
280,81,382,62,178.72,0
371,436,263,194,180,0
172,363,196,374,180,0.5
552,296,315,40,180,0
411,421,331,387,180,0
336,248,319,73,180,0
370,294,95,252,180,0
510,181,40,152,180,0
343,454,164,393,180,0
490,89,37,241,179.69,0
11,455,77,360,180,2.71
224,461,372,180,180,1.81
192,388,341,241,180,1.3900000000000001
224,467,119,96,180,1.7600000000000002
401,227,58,76,180,0.6600000000000001
470,309,381,336,180,0
145,319,383,214,180,0
573,287,135,52,180,0
561,469,199,376,180,0
596,64,95,116,178.82,0
257,191,267,327,179.95999999999998,0
387,173,229,212,180,0
493,473,86,147,180,0
296,448,320,73,180,0
182,443,91,275,180,0.93
110,292,131,252,180,2.38
75,190,88,166,180,4.390000000000001
20,128,89,36,179.06,6.950000000000001
420,168,273,108,178.88,4.590000000000002
496,380,223,332,180,1.7200000000000015
440,11,246,80,178.11,0
452,415,31,127,180,0
256,305,234,45,180,0
615,115,378,85,179.17,0
172,343,70,34,180,1.1300000000000001
386,226,312,50,180,0
53,151,388,87,179.54,0.73
178,271,396,188,180,0.16999999999999993
161,100,271,284,180,0.4099999999999999
593,107,387,163,179.48,0
477,353,42,370,180,0
590,85,147,30,178.6,0
596,360,61,182,180,0
206,68,190,171,179.13,0.19
39,72,351,253,178.71,1.25
67,76,243,32,177.23000000000002,2.5700000000000003
331,6,270,146,175.62,1.1100000000000003
466,361,363,337,178.51,0
519,199,141,187,179.03,0
14,152,79,139,178.84,2.67
245,167,243,192,179.07,2.21
405,410,55,275,180,1.0899999999999999
277,261,197,361,180,0.5399999999999998
53,322,86,119,180,2.7800000000000002
595,43,277,128,178.67,0
471,351,391,183,180,0
607,225,301,128,180,0
572,58,316,216,179.26,0
449,34,99,257,178.48,0
495,205,155,133,178.79,0
585,301,213,58,179.69,0
23,469,193,76,180,2.0100000000000002
54,86,94,206,179.49,4.2
101,399,369,109,180,4.55
455,369,277,106,180,1.8199999999999998
497,291,218,153,180,0
612,260,268,168,180,0
29,311,309,197,180,1.37
45,302,365,325,180,2.3000000000000003
401,343,140,388,180,0.7900000000000003
568,344,303,286,180,0
134,236,307,387,180,0.33
40,262,339,164,180,1.4400000000000002
149,153,315,100,179.63,1.58
481,293,35,245,180,0
345,13,381,112,178.29,0
381,440,162,228,180,0
157,180,212,354,180,0.5700000000000001
543,215,231,330,180,0
158,358,41,240,180,1.42
439,38,44,238,179.17,0.010000000000000009
524,393,318,373,180,0
395,173,369,68,179.67,0
232,277,261,168,180,0
365,361,104,191,180,0
151,313,266,245,180,0.36
175,40,249,296,179.48,0.57
367,388,307,89,180,0
144,44,378,36,178.22,0
207,426,36,84,180,0.9500000000000001
78,64,84,266,179.57,2.95
499,300,138,281,180,0.4700000000000002
342,122,40,40,179.02,0.05000000000000021
583,275,280,205,180,0
180,249,299,180,180,0
237,467,383,47,180,0
505,407,370,393,180,0
420,174,123,273,180,0
243,378,63,47,180,0.46
41,261,97,316,180,2.77
354,408,137,40,180,1.75
61,229,141,208,180,3.64
81,21,374,285,179.23,4.16
142,358,368,237,180,4.1000000000000005
416,480,293,68,180,1.6800000000000006
623,67,326,157,179.05,0
531,290,269,276,180,0
558,209,322,373,180,0
84,420,396,265,180,0.38
123,460,49,39,180,2.11
147,341,365,218,180,2.02
128,68,125,68,178.62,3.3200000000000003
630,407,62,244,180,0
450,290,341,325,180,0
44,106,221,224,179.78,1.6600000000000001
489,374,366,135,180,0
18,79,264,289,179.83,1.7
191,312,75,64,180,2.62
81,456,192,130,180,4.05
605,29,78,356,179.67,0.8099999999999996
292,150,59,281,180,0.8099999999999996
583,5,70,251,178.9,0
152,462,202,288,180,0.67
226,217,335,310,180,0
443,331,39,316,180,0
147,207,81,269,180,1.33
157,477,158,151,180,2.17
268,390,110,211,180,2.17
159,458,96,256,180,3.3
173,161,228,32,179.37,3.63
73,243,297,89,179.84,4.62
491,88,222,134,178.99,1.8000000000000003
395,412,348,363,180,0
259,465,172,319,180,0
384,35,179,200,178.95,0
299,63,203,120,177.78,0
49,244,372,64,178.14000000000001,0.85
539,296,59,166,179.53,0
431,262,358,355,180,0
132,148,393,189,180,0
128,291,279,82,180,0.53
168,254,48,37,180,1.81
623,17,219,114,178.34,0
283,406,376,37,180,0
36,194,369,354,180,1.0
75,403,201,259,180,2.45
433,448,79,316,180,0.9300000000000002
52,87,54,328,180,3.3400000000000003
90,389,347,398,180,3.91
514,134,104,108,179.48,1.4500000000000002
597,448,51,127,180,0
105,401,38,186,180,1.96
155,238,178,209,180,2.7199999999999998
281,363,266,90,180,1.7799999999999998
579,448,392,195,180,0
95,241,276,258,180,0.87
177,80,171,253,179.66,1.45
483,79,236,260,179.35,0
223,320,132,109,180,0.31
152,94,56,99,179.03,1.7100000000000002
89,58,62,116,177.79,3.71
2,330,359,317,180,5.1
293,93,138,87,178.96,4.68
336,452,147,201,180,3.7899999999999996
230,429,400,370,180,2.6899999999999995
342,450,378,308,180,0.5799999999999996
218,296,63,74,180,1.2899999999999996
526,216,321,185,180,0
67,272,125,31,180,1.9100000000000001
498,189,61,292,180,0
571,169,317,128,179.93,0
154,245,273,126,180,0.3
324,115,38,69,179.09,0.06999999999999998
88,283,157,249,180,1.61
316,410,148,147,180,0.91
488,282,151,61,180,0
42,316,95,338,180,2.31
569,147,319,58,179.36,0
252,143,235,140,179.09,0
306,456,113,115,180,0
411,465,327,363,180,0
270,283,123,377,180,0
288,478,183,129,180,0
110,388,64,39,180,1.78
47,334,126,46,180,3.88
525,98,90,268,179.92,1.38
495,430,394,240,180,0
475,469,64,45,180,0
519,408,373,195,180,0
455,80,210,109,178.94,0
581,53,67,377,178.94,0
525,239,115,93,179.39,0
157,362,231,374,180,0.48
540,425,71,262,180,0
242,177,123,319,180,0.17
610,29,176,154,178.66,0
275,189,275,376,180,0
596,4,148,232,178.8,0
367,281,323,279,180,0
334,249,270,37,180,0
341,211,184,284,180,0
459,356,104,274,180,0
5,458,319,202,180,1.56
174,376,334,113,180,1.35
406,405,46,200,180,0.26
356,336,395,166,180,0
271,128,77,229,180,0.11
361,170,177,130,180,0
199,206,287,192,180,0
57,368,308,271,180,1.09
610,445,42,158,180,0
355,227,173,31,180,0
90,166,207,135,179.93,1.27
144,228,281,378,180,1.63
543,208,188,275,180,0
22,340,45,119,180,2.7600000000000002
525,167,46,239,180,0.48
1,171,77,389,180,3.29
376,208,233,300,180,1.57
406,160,63,62,179.51,0.40000000000000013
256,149,371,218,179.69,0
600,48,374,185,178.69,0
372,334,121,304,180,0
100,225,310,387,180,0.65
253,258,125,206,180,0.65
315,153,263,68,179.47,0
474,196,315,93,179.47,0
576,211,386,206,180,0
503,440,390,303,180,0
497,340,292,352,180,0
405,273,99,184,180,0
343,31,182,346,179.64,0
99,254,307,339,180,0.68
12,336,79,190,180,3.37
533,84,65,306,180,0.9199999999999999
316,271,282,241,180,0
565,197,344,63,179.88,0
116,321,382,191,180,0.13
312,391,376,279,180,0
256,465,205,316,180,0
418,24,347,353,179.6,0
173,91,351,382,180,0
405,67,323,72,178.63,0
48,289,225,235,180,1.6
206,309,341,120,180,1.04
472,149,269,127,179.72,0
72,25,31,141,178.27,2.33
175,329,242,375,180,2.5700000000000003
42,6,118,226,178.79,4.76
231,288,116,383,180,5.069999999999999
76,155,100,180,180,7.01
527,349,85,129,180,4.52
426,43,347,106,178.56,1.7299999999999995
512,233,64,365,180,0
554,254,183,268,180,0
487,266,341,68,180,0
452,316,377,396,180,0
137,40,95,368,179.84,1.36
620,306,377,223,180,0
607,443,78,178,180,0
400,246,89,348,180,0
224,92,391,124,179.14,0
212,390,184,245,180,0.16
586,437,147,99,180,0
171,59,376,270,179.54,0
497,463,127,276,180,0
524,30,104,145,178.62,0
162,239,201,83,179.02,0.58
599,67,111,85,177.71,0
307,314,32,337,180,0
490,401,152,213,180,0
60,428,48,72,180,2.36
347,37,68,113,178.53,1.75
265,112,152,140,177.95,1.54
212,197,137,374,179.39,1.94
548,67,226,253,178.92,0
102,428,335,324,180,0.51
482,110,113,58,178.99,0
50,358,142,260,180,1.99
40,190,225,134,180,3.67
272,456,229,56,180,3.01
432,439,159,332,180,1.0999999999999996
565,285,330,63,180,0
338,293,341,137,180,0
212,55,50,91,178.6,0.8300000000000001
352,442,72,361,180,0.15000000000000002
496,253,237,238,180,0
538,82,385,96,178.9,0
190,50,321,257,178.28,0
96,80,334,255,177.95,0.5700000000000001
277,0,141,269,176.89,0.30000000000000004
494,129,224,259,177.07,0
229,2,227,297,176.17,0
471,122,340,283,176.39999999999998,0
509,270,245,36,176.87999999999997,0
446,375,313,332,179.88999999999996,0
340,359,34,83,180,0
206,379,149,297,180,0.4
48,110,85,169,179.54,2.7
169,269,226,238,180,3.08
430,144,354,389,180,0.20999999999999996
213,291,297,109,180,0
230,75,319,282,179.76,0
202,70,46,126,178.69,0.9500000000000001
507,370,176,105,180,0
599,172,175,130,180,0
593,1,94,37,177.79,0
145,399,352,66,179.70999999999998,0
306,375,349,180,180,0
397,291,99,375,180,0
366,227,285,31,180,0
120,152,107,378,180,1.47
410,407,230,270,180,0
395,257,60,33,180,0
124,194,116,353,180,1.3800000000000001
522,228,255,233,180,0
34,448,110,394,180,2.31
306,346,390,202,180,0.5
248,132,190,258,180,0.27
476,199,312,253,180,0
80,64,347,352,180,0.67
297,313,343,169,180,0
264,318,82,256,180,0.15
113,360,221,117,180,1.1199999999999999
208,56,175,100,178.66,1.3699999999999999
313,193,30,203,179.2,1.2899999999999998
220,165,55,184,179.36999999999998,2.0199999999999996
588,153,97,175,179.36999999999998,0
634,23,282,374,179.06999999999996,0
105,480,348,348,180,0.41000000000000003
354,0,218,200,178.6,0
620,151,220,299,179.2,0
186,381,106,384,180,0.81
631,318,35,297,180,0
18,85,283,368,180,1.61
285,239,223,228,180,0.8500000000000001
197,354,92,159,180,1.62
74,226,375,273,180,2.21
598,429,111,136,180,0
510,221,373,378,180,0
498,409,223,70,180,0
517,198,300,292,180,0
629,75,237,59,178.64,0
450,295,111,171,180,0
550,11,198,59,178.0,0
269,137,161,72,177.33,0
330,205,169,320,178.58,0
187,180,153,136,178.66000000000003,0.5700000000000001
349,336,46,45,179.84000000000003,0.050000000000000044
576,140,48,315,180,0
2,174,140,65,179.66,2.48
133,404,113,106,180,3.79
562,24,324,39,178.03,0
396,281,103,381,180,0
621,161,41,50,179.46,0
232,459,132,215,180,0.22
365,113,320,328,180,0
44,361,95,150,180,2.29
120,131,360,283,180,2.49
197,321,371,73,180,1.87
479,407,226,53,180,0
432,108,358,316,180,0
192,106,192,148,179.4,0.32
628,249,321,295,180,0
566,258,170,325,180,0
239,279,219,258,180,0
540,382,373,395,180,0
395,126,241,270,180,0
471,461,357,304,180,0
73,266,398,118,180,0.48
9,57,293,154,178.94,2.13
617,29,224,398,178.82,0
294,41,189,51,177.07999999999998,0
126,427,390,84,179.36999999999998,0
178,264,212,264,180,0.36
521,119,342,264,180,0
45,457,72,176,180,2.39
635,191,298,302,180,0
514,160,271,351,180,0
429,123,90,303,180,0
288,450,262,138,180,0
529,87,205,350,180,0
0,417,302,209,180,1.69
43,375,236,290,180,3.2800000000000002
383,24,137,142,178.55,1.9700000000000002
175,385,219,257,180,2.33
500,74,133,137,179.02,0
265,271,206,33,179.49,0
386,193,397,246,180,0
265,184,121,81,179.84,0
174,304,265,123,180,0.14
543,74,61,198,179.33,0
203,40,153,157,178.11,0.41000000000000003
336,167,366,265,178.70000000000002,0
540,74,168,257,178.32000000000002,0
176,132,81,70,177.59000000000003,1.04
638,32,91,309,177.05000000000004,0
99,318,328,268,179.17000000000004,0.5700000000000001
467,101,319,253,179.04000000000005,0
422,358,311,373,180,0
143,301,219,146,180,0.68
310,78,80,147,179.11,0.38000000000000006
71,463,369,75,180,1.03
243,365,168,339,180,0.96
574,280,137,226,180,0
454,125,69,339,180,0
401,359,278,88,180,0
90,307,337,199,180,0.62
93,220,379,349,180,1.0
125,20,121,336,179.48,2.35
226,203,257,241,180,2.0100000000000002
472,426,51,275,180,0.2400000000000002
493,316,222,244,180,0
110,176,268,159,180,0.76
216,321,149,166,180,1.06
151,79,158,281,179.79,1.96
309,320,314,198,180,0.5
165,390,400,165,180,0.04999999999999999
618,409,108,298,180,0
20,449,218,393,180,1.9100000000000001
281,218,366,48,180,0.4700000000000002
43,218,132,175,180,2.58
53,228,257,99,180,3.97
105,253,261,374,180,4.82
615,467,52,67,180,1.6100000000000003
92,103,193,330,180,2.9300000000000006
545,38,123,58,178.27,0.07000000000000073
413,85,112,124,177.34,0
325,296,52,223,179.01,0
209,389,289,194,180,0
250,292,209,264,180,0
468,124,368,81,179.24,0
32,320,265,240,180,1.56
519,255,341,221,180,0
6,456,134,161,180,2.47
15,127,171,381,180,4.67
188,77,217,359,180,4.91
616,274,204,185,180,0.9300000000000002
146,177,373,156,180,0.8100000000000002
217,72,300,151,179.07,0.34000000000000014
198,386,379,270,180,0
480,161,62,151,180,0
138,339,275,171,180,0.45
257,1,68,57,177.89,0.74
618,0,203,103,176.0,0
63,12,236,327,175.35,1.3900000000000001
625,367,273,125,177.23999999999998,0
222,57,162,385,177.32999999999998,0.17
83,393,81,213,179.92,2.14
218,385,48,335,180,2.92
5,465,207,124,180,5.04
189,370,71,51,180,6.0
568,132,104,298,180,3.0
235,361,212,389,180,2.79
300,418,243,149,180,1.78
464,202,324,115,180,0
125,199,75,322,180,1.58
83,426,196,273,180,2.97
640,226,231,115,180,0
187,128,231,139,179.57,0.18
36,2,86,324,178.81,2.5900000000000003
53,471,198,243,180,4.2700000000000005
265,401,359,192,180,3.0300000000000002
256,446,220,189,180,2.5700000000000003
18,126,347,365,180,3.8600000000000003
134,390,325,48,180,4.1000000000000005
433,414,197,376,180,1.9900000000000007
133,12,168,336,179.4,3.0200000000000005
257,221,105,106,179.74,3.1300000000000003
370,191,307,319,180,1.1
573,236,101,133,180,0
232,349,266,136,180,0
559,72,217,69,178.66,0
477,364,112,133,180,0
310,67,347,213,179.33,0
499,147,121,217,179.48000000000002,0
453,355,245,61,180,0
82,446,353,335,180,0.62
51,160,343,31,179.35,1.6
486,142,193,142,179.07999999999998,0
341,242,352,383,180,0
512,245,314,120,180,0
215,463,347,370,180,0
402,81,273,259,179.7,0
250,167,151,87,179.39999999999998,0
453,54,45,180,178.43999999999997,0
464,66,86,107,177.22999999999996,0
559,146,313,324,177.90999999999997,0
329,224,233,80,178.14999999999998,0
22,167,44,385,179.33999999999997,2.7600000000000002
235,367,49,200,180,3.37
631,51,63,236,179.29,0
31,79,385,354,179.45,0.97
424,230,327,299,180,0
494,100,368,105,179.12,0
203,341,57,150,180,0.89
181,400,83,231,180,1.87
317,95,212,283,180,0.8400000000000001
445,99,170,398,180,0
481,15,35,301,179.25,0
265,144,323,243,179.5,0
281,257,206,36,179.85,0
170,163,87,385,180,1.07
278,321,155,250,180,0.72
228,386,328,251,180,0
489,351,258,87,180,0
527,346,31,373,180,0
420,448,196,372,180,0
283,379,318,57,180,0
211,295,158,163,180,0.3
190,354,254,73,180,0.3
605,101,281,260,179.91,0
103,430,333,54,180,0.51
594,76,178,398,180,0
292,63,317,160,179.03,0
102,215,341,347,180,0.48
205,269,276,127,180,0.24999999999999997
426,439,317,56,180,0
425,201,260,197,180,0
247,428,77,361,180,0.35000000000000003
561,209,174,39,179.88,0
274,32,192,361,179.6,0
173,203,31,183,180,1.32
131,436,70,173,180,2.8600000000000003
129,169,395,237,180,2.8000000000000003
87,440,367,369,180,3.3000000000000003
445,30,282,69,178.24,0.6400000000000001
359,427,246,323,180,0
327,166,368,333,180,0
560,76,285,325,180,0
182,290,170,310,180,0.53
246,359,167,122,180,0.44000000000000006
287,12,218,240,178.92,0
471,227,292,346,180,0
600,177,261,211,180,0
620,277,276,321,180,0
583,328,147,204,180,0
72,441,47,57,180,2.25
569,228,348,239,180,0
125,191,356,267,180,0.17
527,273,272,108,180,0
144,418,281,95,180,0.36
263,154,249,63,179.45,0
371,392,207,241,180,0
287,474,113,66,180,0
525,413,177,394,180,0
450,216,54,364,180,0
371,475,341,243,180,0
420,136,238,197,179.94,0
316,432,298,217,180,0
408,112,390,162,179.53,0
300,288,76,384,180,0
483,386,193,239,180,0
560,375,92,305,180,0
458,387,266,93,180,0
370,227,236,62,180,0
583,368,125,35,180,0
514,464,236,154,180,0
638,175,219,144,180,0
579,103,167,317,180,0
133,34,340,311,179.49,0.17
284,176,47,164,179.67000000000002,0.30000000000000004
382,77,198,199,179.03000000000003,0
74,376,327,299,180,0.8300000000000001
198,390,146,97,180,1.32
122,431,82,251,180,2.89
531,45,160,370,179.9,0
626,413,51,154,180,0
163,264,208,367,180,0.53
622,26,129,127,178.49,0
527,399,173,320,180,0
571,263,254,186,180,0
487,155,94,127,179.78,0
170,476,55,228,180,1.23
180,99,277,333,180,1.23
338,417,73,146,180,0.69
630,106,151,286,180,0
3,24,335,116,178.42,1.5
121,314,90,74,179.53,3.04
169,298,373,65,180,2.69
611,15,273,132,178.41,0
544,268,80,287,180,0
200,438,312,51,180,0
612,430,96,247,180,0
625,223,258,189,180,0
216,2,302,163,178.43,0
365,145,37,92,177.94,0
94,376,54,399,180,1.99
214,139,77,224,180,2.67
221,278,255,155,180,2.3899999999999997
346,169,386,399,180,0.19999999999999973
290,154,396,153,179.9,0
448,325,245,302,180,0
496,80,136,126,179.03,0
296,88,295,341,179.21,0
354,299,84,351,180,0
317,167,156,125,179.89,0
416,408,43,276,180,0
633,33,348,126,178.56,0
590,97,126,101,177.63,0
319,326,317,75,178.85999999999999,0
250,458,250,324,180,0
228,299,333,270,180,0
598,440,378,69,180,0
191,180,43,126,180,1.08
439,133,236,113,179.49,0
337,427,265,313,180,0
128,31,94,251,179.16,1.45
253,193,175,180,179.59,1.25
500,262,145,235,180,0
498,230,240,106,180,0
219,351,186,318,180,0.08
599,32,100,397,179.9,0
170,12,149,330,179.27,0.76
618,336,177,380,180,0
599,262,398,84,180,0
573,324,363,237,180,0
33,303,324,191,180,1.25
630,277,193,187,180,0
353,13,110,388,179.67,0
59,381,365,388,180,0.79
306,393,72,362,180,0.5700000000000001
629,269,201,252,180,0
154,172,332,98,179.81,0
211,370,282,337,180,0
295,251,80,127,180,0
95,345,40,272,180,2.05
503,210,382,136,180,0
534,460,104,201,180,0
635,305,92,347,180,0
2,220,281,233,180,1.78
353,451,181,224,180,0.55
358,406,316,377,180,0
470,88,219,284,179.9,0
330,436,306,219,180,0
132,421,376,214,180,0
343,426,121,85,180,0
339,157,98,378,180,0
501,34,55,103,178.45,0
326,466,397,208,180,0
39,395,309,186,180,1.27
247,173,279,345,180,0.61
42,296,369,375,180,1.55
344,84,347,212,179.5,0
377,305,77,319,180,0
396,114,110,379,180,0
483,312,44,227,180,0
107,43,325,159,178.82,0.51
616,381,98,230,180,0
539,306,175,168,180,0
338,246,252,178,180,0
602,248,258,49,180,0
140,74,366,237,179.52,0
129,287,44,278,180,1.69
577,102,171,161,179.42,0
637,465,377,128,180,0
588,277,193,80,180,0
114,391,42,314,180,1.85
569,24,55,93,178.3,0
30,397,214,153,180,1.83
293,421,246,286,180,0.8700000000000001
553,126,359,332,180,0
514,1,287,190,178.56,0
583,431,248,319,180,0
514,162,273,315,180,0
158,138,125,205,180,1.0
293,181,307,75,179.78,0
375,414,305,262,180,0
102,8,43,184,178.6,1.97
75,400,382,193,180,2.51
427,354,325,63,180,0
579,364,72,352,180,0
581,307,252,330,180,0
154,355,88,390,180,1.22
630,394,180,341,180,0
147,152,281,87,179.55,0.33
321,225,105,269,180,0
440,329,331,107,180,0
461,321,256,384,180,0
501,228,216,73,180,0
150,209,344,78,180,0
269,449,176,36,180,0
57,80,126,126,179.03,2.0
475,282,304,113,180,0
464,391,329,123,180,0
72,288,115,161,180,1.9100000000000001
615,158,230,241,180,0
472,357,189,192,180,0
372,268,336,260,180,0
597,30,59,333,179.56,0
384,45,241,202,178.62,0
263,106,141,55,177.55,0
91,25,335,226,176.53,0.62
290,437,259,347,180,0
522,96,335,318,180,0
270,83,218,394,180,0
141,301,228,183,180,0.65
526,113,134,39,178.92,0
568,422,41,183,180,0
381,202,44,142,180,0
322,464,194,94,180,0
206,219,228,224,180,0
364,130,99,316,180,0
73,339,58,34,180,2.18
152,22,122,170,178.67,3.25
293,437,368,270,180,1.68
323,11,34,175,178.58,1.48
85,83,320,80,177.41000000000003,2.23
589,190,253,290,178.36,0
314,93,289,182,177.8,0
428,379,347,360,180,0
163,117,132,209,179.81,0.91
367,449,290,54,180,0
300,443,85,69,180,0
419,288,93,227,180,0
58,371,252,174,180,1.36
582,87,292,320,180,0
522,480,138,67,180,0
20,121,152,94,179.28,2.24
281,160,232,276,179.86,1.4700000000000002
574,225,140,352,180,0
213,393,372,203,180,0
372,393,156,226,180,0
522,219,157,304,180,0
132,87,131,344,180,1.23
185,277,227,236,180,1.45
376,302,228,164,180,0
214,220,328,386,180,0
66,178,114,386,180,1.97
252,278,52,241,180,2.39
414,78,397,53,178.64,0
189,266,230,63,179.20999999999998,0.16
589,359,164,334,180,0
460,381,395,73,180,0
116,404,135,314,180,1.37
205,133,67,58,179.22,2.1900000000000004
116,239,36,97,179.69,4.050000000000001
125,463,199,260,180,5.010000000000001
523,219,209,36,180,1.9400000000000004
229,475,66,133,180,2.5200000000000005
33,383,375,163,180,3.5200000000000005
565,107,268,240,179.87,0
253,187,182,188,180,0
284,354,352,194,180,0
403,420,232,311,180,0
27,29,374,378,179.78,1.06
406,198,70,45,179.58,0
187,16,167,201,178.34,0.5
448,153,37,323,179.08,0
498,224,184,141,179.62,0
159,197,264,142,179.9,0.29
597,423,398,323,180,0
104,42,76,81,178.42,1.78
591,158,172,230,178.75,0
610,78,39,262,178.44,0
140,344,234,257,180,0.63
64,298,290,172,180,1.7400000000000002
133,429,337,219,180,1.9300000000000002
124,467,132,92,180,3.2300000000000004
91,116,89,100,179.26,5.08
92,193,297,291,180,5.88
148,17,124,277,179.15,6.98
555,476,71,137,180,4.28
395,335,317,163,180,1.9500000000000002
518,362,260,61,180,0
629,215,110,105,180,0
529,134,373,367,180,0
182,232,354,283,180,0
510,463,332,305,180,0
173,65,110,180,179.15,0.92
426,412,211,253,180,0
185,439,381,374,180,0
11,206,116,288,180,2.5100000000000002
319,234,81,277,180,2.12
315,191,268,60,179.81,0.8300000000000001
166,438,44,157,180,2.1500000000000004
248,433,174,315,180,2.0000000000000004
442,341,257,177,180,0
334,281,57,75,180,0
171,324,97,125,180,1.01
394,145,81,38,179.24,0
296,237,239,124,179.83,0
290,80,128,88,178.67000000000002,0
498,88,45,44,177.37,0
353,221,344,342,178.89000000000001,0
313,16,280,203,177.66000000000003,0
203,256,379,295,179.29000000000002,0
558,187,396,288,180,0
461,295,70,243,180,0
72,396,354,233,180,0.71
346,475,186,372,180,0
169,367,295,383,180,0
290,55,294,69,178.49,0
506,72,297,336,178.49,0
275,22,393,345,178.03,0
176,280,296,104,178.95,0
628,459,104,271,180,0
123,383,122,53,180,1.36
79,155,257,225,180,2.49
373,72,30,194,179.29,1.81
16,434,71,39,180,4.5
491,460,90,139,180,2.34
38,422,300,152,180,3.66
70,362,335,101,180,4.49
130,223,162,101,180,5.58
194,62,127,260,179.52,6.21
34,291,97,113,180,8.59
473,22,56,240,179.02,6.779999999999999
534,303,233,259,180,3.479999999999999
94,399,69,343,180,5.399999999999999
240,195,247,149,180,4.969999999999999
448,32,263,336,179.6,2.379999999999999
0,137,178,146,179.29999999999998,4.6899999999999995
