x1,x2,x3,y
-6,16,46,100
61,-8,-75,-148
42,63,29,3
-29,33,-37,-206
-99,-92,47,226
-87,87,-85,-516
34,8,-44,-114
12,52,98,202
24,18,-1,-15
14,0,-51,-139
-81,89,51,-106
65,-59,44,315
73,1,-39,-46
-88,20,-88,-392
40,42,-44,-176
20,88,-54,-318
60,28,1,7
45,-33,-93,-168
56,-8,44,204
-54,-95,54,298
100,-38,-56,8
-98,30,71,55
90,-88,6,284
79,99,43,10
-52,-78,-40,-16
-81,95,79,-34
-11,62,-48,-279
-30,32,96,194
-95,-11,100,227
-80,9,78,136
-31,80,23,-122
-60,69,65,-3
76,38,39,117
-20,-16,-24,-60
68,-52,39,289
29,-11,-13,12
0,84,-60,-348
17,22,-82,-273
-31,-69,-26,29
81,-37,-26,77
16,-22,-16,12
-40,68,-17,-227
-43,61,-84,-417
60,99,-83,-387
4,79,9,-127
1,-68,-77,-94
57,12,-92,-243
30,-44,-30,28
46,57,-27,-149
67,-80,19,284
78,4,84,322
100,55,-5,-25
68,-29,18,180
89,-59,53,366
52,13,41,149
-26,49,20,-64
-70,-40,-46,-128
-50,13,-82,-322
-33,80,57,-22
62,-36,-35,29
-58,-51,91,317
96,-95,-47,145
24,12,38,114
27,95,62,23
-42,23,4,-76
37,92,-49,-294
-18,-73,-83,-121
-67,-63,9,86
57,-78,-37,102
-35,63,83,88
42,-30,-29,15
12,-2,2,22
41,-86,-18,159
27,33,13,0
-45,21,58,87
-46,-5,95,249
54,-40,16,182
66,13,-94,-242
-9,-93,-50,27
48,34,60,160
80,66,-3,-61
13,59,64,87
-92,-26,-30,-130
-71,-60,28,133
-91,-46,-40,-119
61,21,10,49
-30,-2,-3,-35
15,-88,52,347
53,62,51,82
17,-40,77,328
-46,-23,85,255
-53,52,25,-82
-18,92,-94,-484
39,-6,-47,-90
96,50,-59,-181
-53,-95,29,224
61,41,14,21
66,23,94,302
-78,77,-10,-262
-95,-78,7,82
-72,-49,-32,-70
-40,20,-66,-278
-33,7,76,181
-4,11,-52,-182
31,28,-12,-61
17,-21,5,74
91,-71,-95,-52
58,68,23,-9
-86,76,-67,-439
29,7,75,240
-38,39,-51,-269
2,-49,-44,-32
28,-5,26,116
60,7,59,223
-78,16,51,43
-6,-17,14,70
48,-64,54,338
-53,58,4,-157
-96,2,-79,-337
-41,-62,62,269
5,43,88,183
63,91,-74,-341
71,13,-70,-165
11,64,-98,-411
18,32,-88,-310
2,-49,91,373
61,21,-36,-89
39,-60,64,351
-71,6,-73,-302
79,28,-100,-277
-33,-95,-4,145
-54,-98,-91,-131
76,-88,3,261
2,2,10,28
-24,5,-42,-160
-48,-85,-12,86
-50,56,-52,-318
16,45,54,88
44,40,-74,-258
-67,-19,-66,-227
-36,20,-93,-355
-36,95,-18,-280
-71,93,-89,-524
16,-66,-11,115
-49,-10,55,136
-25,3,-64,-223
71,-39,22,215
-15,-92,4,181
23,64,90,165
52,21,67,211
80,5,-57,-101
80,-41,57,333
-100,-76,-77,-179
91,99,3,-98
19,-24,95,352
-100,-28,-14,-86
-26,96,-4,-230
92,51,43,119
60,-1,-4,50
-63,-42,52,177
80,59,-33,-137
-94,91,-10,-306
-32,7,-57,-217
-66,31,-84,-380
-59,-2,-10,-85
97,-9,63,304
-34,82,57,-27
71,0,-9,44
-42,24,-77,-321
-51,55,-21,-224
-84,-51,-53,-141
-15,-38,-23,-8
43,-53,85,404
21,56,48,53
-28,49,-97,-417
21,-66,-7,132
53,81,-36,-217
-67,-62,38,171
-43,-63,100,383
-59,14,-46,-225
-24,-67,54,272
-32,-58,-83,-165
31,-63,-58,-17
87,88,86,169
-38,-6,-89,-293
100,95,87,171
-75,-23,46,109
13,-81,-11,142
-85,66,-38,-331
-51,11,-46,-211
28,-42,-94,-170
64,10,-91,-229
-4,0,91,269
-44,6,49,91
-81,-39,85,252
37,94,-45,-286
-30,50,57,41
-98,-47,-8,-28
-5,-1,-97,-294
-96,95,88,-22
29,-50,-56,-39
-55,18,-60,-271
8,-84,23,245
83,-65,80,453
-62,-64,-10,36
-89,-93,20,157
20,45,-37,-181
80,42,98,290
-59,44,-55,-312
-90,99,-91,-561
-56,-56,-48,-88
-46,-21,-11,-37
43,81,-24,-191
55,-17,-30,-1
-10,-27,-78,-190
18,-24,43,195
7,7,-2,-13
18,-46,99,407
21,-42,-7,84
57,-40,19,194
100,73,-33,-145
-45,-43,42,167
42,64,-36,-194
21,69,66,81
99,48,-46,-135
94,-34,38,276
-72,8,10,-58
10,28,73,173
-50,-74,-19,41
-42,-8,-51,-179
3,32,15,-16
-69,84,19,-180
86,-91,14,310
53,2,10,79
17,65,-100,-413
32,-90,-58,38
91,81,57,100
30,-12,-21,-9
49,23,21,66
-23,11,-10,-75
27,6,34,117
-40,30,33,-1
-72,-95,74,340
86,-34,-82,-92
-4,9,95,263
-98,52,-58,-376
-51,19,0,-89
12,67,96,166
-78,69,10,-186
-38,-77,41,239
-76,-85,-91,-179
18,-46,-44,-22
43,-2,23,116
-94,-97,28,184
49,9,-9,4
-90,73,-11,-269
-50,-42,-13,-5
-19,-79,-46,1
67,48,37,82
88,-12,-31,19
-47,-29,47,152
-66,-89,-96,-176
52,-46,80,384
-3,12,-77,-258
45,29,100,287
25,47,-86,-327
84,44,68,200
82,74,72,150
-42,-56,-68,-134
-54,65,10,-154
-79,-75,-71,-142
7,-56,46,257
-32,-65,-71,-115
4,-50,78,338
-97,-82,-36,-41
-64,79,-63,-411
60,-97,-87,-7
79,-76,22,297
69,87,46,33
-43,36,13,-76
31,12,-95,-278
-28,-70,-13,73
-90,5,10,-70
25,-47,-80,-121
-75,97,-91,-542
64,31,49,149
78,71,2,-58
86,-4,7,115
-7,79,52,-9
-98,10,-57,-289
-64,-14,35,69
-53,13,-53,-238
-2,-100,89,465
50,-14,11,111
96,42,-71,-201
-57,47,-22,-217
4,-98,-9,173
91,12,-94,-215
-79,-90,57,272
-28,-59,-40,-30
79,43,56,161
-66,-97,-20,68
58,-52,-32,66
-99,61,46,-83
-83,2,-70,-297
-90,28,92,130
-53,-86,-84,-133
-38,67,65,23
-62,89,73,-21
36,-50,-52,-20
22,74,-90,-396
-80,-96,90,382
63,-53,-57,-2
5,95,-97,-476
37,61,80,155
-2,85,-7,-193
-57,20,-57,-268
-84,-72,-35,-45
36,-48,-66,-66
-18,58,33,-35
-96,3,-43,-231
-64,-68,15,117
-60,-23,-91,-287
68,74,50,70
98,-25,38,262
79,-46,4,183
27,53,63,110
-39,21,-4,-93
72,13,-88,-218
3,-10,-13,-16
83,63,53,116
-36,-64,-35,-13
-90,39,-7,-189
-95,-66,-88,-227
58,95,-93,-411
-13,-88,63,352
53,-68,20,249
-25,91,45,-72
-37,-9,41,104
85,-61,-15,162
94,1,-33,-7
36,89,-34,-244
50,-27,14,146
-32,38,-100,-408
-82,87,19,-199
-84,-51,58,192
-46,81,-56,-376
50,-94,-46,100
54,-47,16,196
74,-6,-38,-28
-54,-3,99,249
-6,-59,-37,1
26,74,15,-77
39,-71,85,436
-62,5,-40,-192
-21,-43,96,353
91,-6,-100,-197
-17,-64,-100,-189
-62,86,90,36
-93,98,-18,-343
-76,45,28,-82
-46,81,71,5
-38,-67,51,249
-71,57,-53,-344
-44,-6,81,211
-26,-70,85,369
-2,-80,-99,-139
36,34,-47,-173
-9,-6,-96,-285
22,59,96,192
-38,-51,17,115
-7,10,22,39
-96,73,-14,-284
-36,79,-50,-344
-44,-98,-8,128
-96,-70,83,293
-28,-86,-71,-69
83,3,-20,17
17,-21,-100,-241
-92,-68,-9,17
-52,95,3,-233
50,75,3,-91
18,62,55,59
85,-18,73,340
66,89,40,8
55,40,89,242
59,-21,89,368
-77,33,-55,-308
55,-29,-83,-136
10,85,5,-145
-2,-74,-95,-139
13,12,73,208
37,52,-59,-244
-29,79,-5,-202
48,-7,-46,-76
17,-7,-4,19
79,56,53,126
50,75,-70,-310
-42,36,-52,-270
99,40,-5,4
100,-62,-47,83
-31,66,4,-151
26,83,95,145
53,-91,76,463
12,13,-75,-239
-43,62,84,85
21,-57,-14,93
-15,-71,-43,-2
-23,-82,3,150
57,-6,70,279
-19,-84,43,278
-37,-90,-79,-94
34,-31,-89,-171
7,-64,60,315
12,-21,81,297
87,-25,-17,86
19,81,-80,-383
48,30,-92,-288
-27,28,-70,-293
7,-35,-29,-10
69,69,-52,-225
68,69,-15,-115
-75,-3,-12,-105
1,-78,-62,-29
-29,81,15,-146
14,-81,97,467
-67,-71,85,330
-16,-2,9,15
-10,99,27,-127
-74,-57,-26,-38
74,-91,44,388
93,27,-72,-177
87,-75,8,261
-30,-9,5,3
37,95,48,-9
-84,-42,82,246
6,51,-25,-171
76,-66,73,427
45,-49,47,284
-26,74,-68,-378
-29,-50,7,92
-29,-25,75,246
3,-36,6,93
94,-5,87,365
-86,21,-54,-290
15,36,-65,-252
-8,81,96,118
-57,34,73,94
73,-58,-69,-18
-13,48,32,-13
-63,-93,-59,-54
-92,-20,18,2
10,85,68,44
75,-49,-43,44
-13,-73,-76,-95
-43,-40,-18,-17
14,31,11,-15
60,-3,-48,-78
71,-81,61,416
53,12,-98,-265
10,-73,-68,-48
-63,-6,16,-3
65,68,9,-44
-2,-72,58,316
26,-60,-92,-130
57,-61,18,233
46,-18,-55,-83
9,37,-15,-110
1,56,-54,-273
24,-17,-100,-242
-25,-12,-82,-247
-31,38,77,124
-30,-62,-27,13
-40,-29,28,102
90,-33,-38,42
-76,61,80,42
8,48,0,-88
74,-32,-80,-102
-7,-43,2,85
-40,36,2,-106
-64,72,-62,-394
53,65,52,79
1,100,79,38
-72,73,-98,-512
-75,-91,-68,-97
21,-40,98,395
74,1,-16,24
-40,53,-94,-428
-20,-80,-64,-52
2,-78,-70,-52
-33,-21,7,30
-27,-32,-11,4
93,-42,26,255
13,-91,-15,150
-72,-69,58,240
-99,23,-32,-241
60,20,-28,-64
-79,-59,-68,-165
-10,58,84,126
31,-49,-21,66
-19,70,59,18
-46,-11,-42,-150
73,-30,-28,49
-76,31,65,57
-91,-59,-9,0
-70,-42,86,272
-82,67,63,-27
87,-15,-30,27
-79,-99,-66,-79
61,-77,40,335
-26,22,18,-16
-86,-77,22,134
40,54,-82,-314
100,-22,-26,66
80,-34,-26,70
47,23,48,145
24,0,-48,-120
-33,96,-81,-468
-70,-12,48,98
-9,50,47,32
-33,-40,3,56
13,50,1,-84
-7,-88,100,469
63,-62,46,325
-85,98,-60,-461
81,9,-37,-48
40,-33,-9,79
-23,-26,15,74
52,-63,-6,160
66,60,-20,-114
-23,-31,-84,-213
-59,-49,-67,-162
49,76,84,149
-92,-54,-46,-122
-6,-70,-4,122
31,-99,-59,52
-42,-24,13,45
61,-38,28,221
8,26,41,79
92,-20,-100,-168
-5,-43,67,282
-95,-54,14,55
-81,-47,5,28
-76,55,89,81
-67,59,24,-113
-80,19,32,-22
-66,-52,45,173
-98,89,19,-219
15,-35,-40,-35
42,19,39,121
24,36,-76,-276
100,-17,-8,110
37,95,98,141
-72,20,59,65
73,-77,-3,218
27,11,25,80
-71,13,-71,-310
16,59,-62,-288
-64,-72,88,344
90,58,85,229
63,-23,84,361
-86,-46,89,273
56,-4,42,190
76,20,83,285
31,-16,54,225
75,63,-36,-159
1,3,43,124
100,-6,88,376
-93,-5,30,7
-4,30,-70,-274
-53,-20,97,278
-80,26,39,-15
-85,-14,44,75
-82,-46,-59,-167
1,26,-66,-249
96,63,-96,-318
-8,-53,72,314
-10,-46,-47,-59
23,-85,-39,76
-34,75,-2,-190
69,16,-27,-44
35,-79,-13,154
41,-1,-55,-122
-37,27,-81,-334
62,-84,-75,5
-89,-77,-31,-28
54,61,-2,-74
27,39,56,117
0,-32,6,82
44,78,49,35
-83,31,65,50
28,66,-62,-290
-52,-38,63,213
3,61,99,178
-35,-99,-14,121
52,41,21,33
82,37,-82,-238
19,-12,40,163
62,57,27,29
92,-51,93,473
4,4,-83,-253
-54,73,37,-89
-60,28,9,-89
11,6,-70,-211
-59,17,65,102
-96,9,19,-57
-60,-71,-30,-8
-94,-75,81,299
81,-18,77,348
78,-32,-94,-140
27,57,49,60
-18,53,28,-40
-98,-8,-93,-361
-100,-34,83,217
72,-28,86,386
-82,-13,34,46
65,-7,-48,-65
2,-10,23,91
48,-21,-16,42
41,84,94,155
-11,93,-65,-392
-50,-98,-22,80
83,26,73,250
-96,-23,-15,-95
83,39,-20,-55
96,-34,-26,86
-39,83,-58,-379
-88,-78,-53,-91
3,87,-25,-246
81,2,90,347
-18,21,14,-18
-66,-50,57,205
29,26,16,25
69,-2,43,202
67,-47,32,257
-95,12,79,118
-29,69,-64,-359
58,70,11,-49
82,-65,-82,-34
-50,-85,-79,-117
65,-36,-59,-40
-23,52,-98,-421
-47,86,-100,-519
-52,-33,-17,-37
10,48,-1,-89
-43,60,88,101
-2,59,42,6
-67,79,-3,-234
57,-97,14,293
54,23,-45,-127
-98,89,6,-258
63,-51,-61,-18
-17,43,65,92
8,80,-68,-356
-35,56,100,153
52,-92,-47,95
49,-56,-13,122
90,68,76,182
95,-71,65,432
-8,-58,6,126
-30,52,15,-89
-50,97,-82,-490
-83,-21,18,13
61,-81,-98,-71
-16,66,19,-91
-29,-73,68,321
23,48,72,143
-99,82,-38,-377
-23,51,74,97
92,-41,-39,57
50,-78,9,233
57,-5,75,292
-67,-63,-52,-97
-78,54,-47,-327
10,5,67,201
10,-40,98,384
28,-77,43,311
6,-64,49,281
44,-77,-7,177
-6,8,72,194
-30,44,50,32
-34,38,-2,-116
-30,90,-1,-213
70,-4,-3,69
-42,26,-67,-295
2,28,14,-12
13,-56,-42,-1
-47,64,63,14
32,-68,-92,-108
-38,25,24,-16
-51,-66,100,381
63,-85,3,242
79,-66,-100,-89
42,-10,-63,-127
7,68,-64,-321
55,99,10,-113
-20,68,42,-30
-15,89,4,-181
47,69,-100,-391
57,-83,22,289
52,57,34,40
10,61,96,176
16,-16,0,48
-65,61,86,71
-61,73,18,-153
64,-1,-85,-189
99,-97,3,302
35,-53,90,411
74,49,33,75
33,3,-33,-72
-81,-92,-98,-191
87,-3,-71,-120
53,-100,-52,97
49,-66,-19,124
96,15,15,111
47,-71,76,417
19,39,-22,-125
-67,-2,-33,-162
3,-58,61,302
8,74,100,160
-14,-53,85,347
9,-3,77,246
-82,-14,-47,-195
68,3,-11,29
-79,42,36,-55
-71,-88,-92,-171
40,-86,41,335
-38,-98,42,284
13,82,-97,-442
80,-81,79,479
-39,-3,-13,-72
77,90,71,110
-73,-96,66,317
31,-93,-89,-50
-15,24,-66,-261
-19,53,9,-98
-12,-65,46,256
-41,76,37,-82
-28,62,2,-146
35,-46,87,388
-7,-99,52,347
-48,-54,-6,42
-33,100,-52,-389
18,-34,24,158
58,5,-2,42
79,-55,-76,-39
-29,75,75,46
72,0,-89,-195
-65,44,-94,-435
-5,-88,-90,-99
-71,-17,12,-1
-54,-93,-23,63
71,78,88,179
-89,52,79,44
-81,-8,-48,-209
-100,-86,-79,-165
62,-2,-37,-45
-29,0,-33,-128
-50,-46,47,183
41,-87,82,461
-58,27,-42,-238
-72,-73,-39,-43
-96,32,82,86
0,-23,92,322
-64,-85,60,286
-10,87,-51,-337
25,63,-24,-173
73,-35,-45,8
50,-77,-59,27
-39,-56,-22,7
-10,23,49,91
3,-88,38,293
-88,86,34,-158
62,85,-93,-387
61,-74,-58,35
-47,8,50,87
-59,-15,-74,-251
-90,55,56,-32
11,45,40,41
7,-91,2,195
-61,-39,-52,-139
66,12,-93,-237
80,99,-91,-391
8,-3,30,104
-91,-80,77,300
-40,65,3,-161
77,49,-68,-225
-61,-73,4,97
51,42,62,153
100,25,73,269
-11,-17,65,218
92,-60,-37,101
6,74,-48,-286
70,36,94,280
-23,-84,-74,-77
-76,-61,-87,-215
15,-45,52,261
-86,-45,85,259
-39,-38,69,244
-87,42,-14,-213
-62,89,50,-90
13,23,57,138
56,70,-25,-159
-82,-77,8,96
-33,32,-72,-313
49,-58,-41,42
-53,26,-61,-288
-31,-60,54,251
42,46,51,103
100,58,83,233
-66,-31,99,293
36,2,-95,-253
71,-18,-37,-4
85,-82,-33,150
-80,3,-56,-254
-61,-81,-37,-10
-89,-26,-61,-220
-53,11,-28,-159
40,-64,-100,-132
-98,-69,61,223
-43,-13,91,256
64,-13,-61,-93
15,-92,-22,133
-21,-29,1,40
5,-94,-98,-101
-11,10,-81,-274
-3,-86,10,199
-25,2,92,247
22,95,-59,-345
39,76,-87,-374
24,93,71,51
55,-58,-92,-105
9,-45,-65,-96
-85,-52,-64,-173
-79,-10,-25,-134
-25,-42,82,305
52,-49,99,447
35,-51,-63,-52
58,-15,-11,55
73,85,-42,-223
-68,22,45,23
-4,59,-68,-326
-70,68,-44,-338
-99,89,-23,-346
-32,68,77,63
76,22,-9,5
92,48,43,125
98,-69,-75,11
46,-26,-90,-172
-65,-46,66,225
48,3,53,201
14,-64,79,379
-47,-71,-26,17
-100,-5,3,-81
82,65,51,105
18,-68,100,454
-91,28,98,147
12,70,82,118
-20,69,55,7
40,-52,-35,39
-8,-4,-51,-153
-21,28,95,208
51,86,89,146
6,-28,-45,-73
-40,25,52,66
-65,37,24,-67
47,7,-69,-174
8,33,79,179
-71,-50,24,101
-38,-98,32,254
-83,-98,67,314
8,96,-77,-415
57,5,56,215
-3,45,78,141
75,58,-88,-305
10,85,78,74
-92,89,54,-108
28,18,-65,-203
-45,-32,-53,-140
-65,-58,15,96
4,97,-90,-460
-43,95,-54,-395
-54,-3,-43,-177
-69,57,90,87
68,99,-10,-160
-2,41,-17,-135
48,78,9,-81
-37,-18,97,290
-6,-25,83,293
-74,-7,-44,-192
29,-60,24,221
87,46,-21,-68
90,-15,7,141
23,93,-12,-199
65,59,20,7
-63,89,80,-1
-71,-83,7,116
-99,26,10,-121
-11,35,24,-9
-87,-18,-42,-177
2,25,94,234
91,-82,57,426
62,99,-83,-385
53,80,67,94
-38,-93,1,151
61,9,-96,-245
14,-71,-89,-111
-52,50,-87,-413
-84,-3,-84,-330
94,-4,33,201
96,-69,-79,-3
-51,61,99,124
-51,-4,-65,-238
-39,-84,-46,-9
-69,-70,100,371
66,82,34,4
29,68,43,22
33,17,76,227
-63,-5,-14,-95
-38,28,19,-37
64,83,-49,-249
-82,60,-36,-310
38,-14,23,135
19,61,74,119
79,95,4,-99
64,56,-38,-162
-59,-76,52,249
89,14,61,244
-36,63,86,96
-77,94,-27,-346
43,91,5,-124
-68,-56,-27,-37
-46,31,-42,-234
-36,-70,2,110
-17,53,-60,-303
19,47,-12,-111
-12,-74,29,223
-44,-95,34,248
39,-59,-53,-2
-93,-14,-23,-134
-66,-23,22,46
-70,-13,13,-5
-36,-3,-1,-33
-62,55,-22,-238
21,77,-52,-289
26,37,2,-42
98,49,-45,-135
-81,62,90,65
-22,73,71,45
78,-39,-40,36
94,94,-46,-232
-62,-27,9,19
-92,-65,-83,-211
-38,73,-81,-427
63,31,-63,-188
32,67,-6,-120
-96,79,97,37
-73,46,19,-108
98,48,8,26
-55,99,-63,-442
-84,-35,-11,-47
48,54,42,66
-34,-37,93,319
-84,-15,-8,-78
89,42,48,149
-82,35,80,88
-20,58,65,59
50,57,60,116
-22,-60,-74,-124
80,-32,78,378
50,-53,49,303
-17,-13,-34,-93
-59,-84,-75,-116
-67,-45,-19,-34
16,-56,-19,71
87,15,15,102
96,16,63,253
30,6,84,270
36,6,88,288
-29,-22,-56,-153
-64,84,27,-151
-29,-45,-84,-191
-14,28,-28,-154
38,-77,-37,81
75,-97,-67,68
-65,23,63,78
-46,-24,30,92
-40,-19,98,292
3,85,-89,-434
67,-99,54,427
-96,59,41,-91
-11,90,78,43
-56,-47,7,59
-13,-3,52,149
-26,95,19,-159
12,2,77,239
29,34,2,-33
-33,66,14,-123
-28,-6,12,20
30,75,-74,-342
-97,41,-65,-374
18,-90,-16,150
63,74,-86,-343
-71,-31,43,120
-38,8,91,219
-26,-45,-89,-203
36,-75,59,363
13,-70,-68,-51
5,-92,-49,42
-95,-99,-50,-47
10,-31,64,264
-31,-60,17,140
76,-72,94,502
91,68,-75,-270
-63,59,-71,-394
-22,-41,74,282
27,33,12,-3
46,-20,41,209
19,-78,-87,-86
-39,-88,95,422
7,16,-72,-241
70,8,84,306
39,69,-94,-381
-37,-94,-13,112
0,54,36,0
-15,27,-54,-231
96,-82,88,524
-48,-16,35,89
-48,63,-99,-471
76,99,9,-95
94,48,24,70
-21,81,-24,-255
10,36,-12,-98
82,81,-38,-194
-53,91,83,14
-78,-64,-57,-121
8,67,43,3
1,51,-64,-293
79,-5,12,125
-43,86,23,-146
-53,-83,-75,-112
-18,-67,-71,-97
-49,96,14,-199
15,-86,-45,52
-29,96,69,-14
37,-79,-40,75
-58,-51,64,236
-83,79,49,-94
-8,-15,-45,-113
-4,-92,27,261
80,79,94,204
-77,17,-65,-306
-29,34,-62,-283
39,34,66,169
-35,49,-89,-400
20,-26,-37,-39
-54,-79,61,287
-98,45,87,73
-91,-58,-59,-152
30,-92,-79,-23
-62,-9,4,-32
21,-37,-11,62
-14,21,-87,-317
6,86,68,38
9,-23,-79,-182
30,-78,-17,135
-57,18,88,171
-88,-96,66,302
3,60,90,153
25,50,-66,-273
79,52,-34,-127
37,-97,10,261
21,8,47,146
-97,88,32,-177
13,60,-28,-191
-16,-68,47,261
-27,-91,64,347
-99,-7,55,80
-50,-37,77,255
61,-70,28,285
-10,23,-51,-209
23,33,45,92
-68,0,-70,-278
4,75,92,130
27,-92,85,466
39,-16,-64,-121
35,50,-82,-311
-66,-5,73,163
77,59,-90,-311
-25,-16,40,127
-43,-93,2,149
-49,87,-69,-430
-32,38,-62,-294
-85,88,92,15
37,-22,56,249
20,-40,37,211
67,90,25,-38
-14,14,86,216
80,-36,78,386
-57,-28,-69,-208
-69,45,78,75
-18,47,-31,-205
-33,-92,-28,67
69,-15,86,357
-11,-42,-41,-50
11,94,-6,-195
-69,19,-97,-398
98,83,0,-68
19,30,17,10
80,-83,-90,-24
50,-45,-92,-136
66,19,52,184
-54,-81,33,207
94,-11,59,293
37,-38,45,248
-54,20,-32,-190
27,-68,75,388
-60,80,19,-163
90,20,-36,-58
41,93,-25,-220
-9,56,88,143
-76,-32,66,186
-6,24,63,135
74,47,-53,-179
-32,-93,-91,-119
26,-87,18,254
86,-43,19,229
-18,53,-31,-217
81,-1,-67,-118
49,-12,17,124
-64,-64,57,235
44,44,21,19
46,-56,-85,-97
-38,69,46,-38
8,74,-42,-266
62,98,-5,-149
81,88,39,22
-15,81,-71,-390
34,-17,-13,29
-96,-50,92,280
51,-20,57,262
-70,34,72,78
-16,1,68,186
33,-96,17,276
89,-10,-3,100
19,-7,14,75
95,-90,92,551
-58,57,73,47
82,8,-86,-192
40,-76,14,234
-97,-12,96,215
91,-100,17,342
-8,-21,-92,-242
85,80,89,192
-71,-60,-74,-173
4,76,-22,-214
-25,-32,76,267
-99,96,-54,-453
-38,-87,-90,-134
69,-23,-96,-173
60,-66,25,267
50,38,66,172
-5,47,61,84
-96,83,84,-10
94,-56,5,221
-20,93,98,88
8,6,-94,-286
-24,10,-91,-317
57,-12,-29,-6
82,97,84,140
-97,42,-91,-454
12,62,80,128
-25,-42,83,308
74,80,-76,-314
-23,86,-40,-315
67,-33,39,250
-78,32,-14,-184
-52,55,22,-96
33,-58,96,437
-74,18,4,-98
86,32,-3,13
48,93,43,-9
34,-38,75,335
-85,-100,19,172
100,-22,-6,126
-47,13,3,-64
-49,38,-43,-254
-20,59,-43,-267
-49,38,90,145
18,-99,-79,-21
-4,-73,79,379
-61,83,71,-14
-66,-68,-72,-146
72,71,88,194
-100,-32,82,210
-100,-19,73,157
-58,26,61,73
-74,14,-97,-393
-24,48,63,69
28,33,29,49
44,61,-74,-300
-64,-22,-78,-254
-68,13,43,35
-17,-32,97,338
-21,80,35,-76
37,-67,54,333
-35,60,97,136
69,47,19,32
-73,64,22,-135
39,-8,34,157
40,-8,-97,-235
-72,48,32,-72
67,-18,-87,-158
44,-51,38,260
-93,62,-30,-307
48,-53,15,199
50,22,-69,-201
-50,-35,-66,-178
6,96,45,-51
83,-30,-23,74
-36,2,-48,-184
40,-46,-18,78
-49,-73,71,310
-17,45,-33,-206
-92,-68,-1,41
-10,72,-46,-292
-82,12,-8,-130
54,95,-18,-190
-90,-38,66,184
73,3,-91,-206
58,100,49,5
-50,13,-47,-217
76,-16,27,189
69,-13,100,395
58,-88,-66,36
97,72,12,-11
-49,-78,-66,-91
-39,70,-100,-479
-18,43,90,166
-11,14,86,219
41,-63,-10,137
44,26,64,184
8,-8,-9,-3
55,72,-6,-107
51,-41,33,232
71,-55,61,364
69,-41,-58,-23
97,50,6,15
34,-80,82,440
58,91,-62,-310
41,-4,85,304
66,44,-34,-124
-93,6,70,105
59,-83,61,408
-86,35,20,-96
-57,-54,14,93
-97,38,-97,-464
-80,-98,-88,-148
-87,20,-78,-361
-49,-51,-58,-121
76,0,50,226
20,10,59,177
-19,-15,63,200
-71,97,13,-226
53,-85,28,307
-34,72,-20,-238
44,-65,-2,168
-79,-59,57,210
-79,11,53,58
79,-87,31,346
-93,34,88,103
38,-45,57,299
-43,34,42,15
10,-89,72,404
-79,-37,89,262
-4,6,59,161
-35,62,41,-36
-11,-28,44,177
-100,31,15,-117
-62,1,-11,-97
10,-20,-62,-136
-100,59,-98,-512
68,-7,-68,-122
-10,-20,-28,-54
73,-52,-74,-45
-89,82,-19,-310
-26,59,-77,-375
-47,76,-7,-220
-4,-87,-67,-31
-94,-70,95,331
-49,-59,-31,-24
56,-56,-39,51
80,-76,22,298
-8,-55,11,135
-72,-99,14,168
67,47,5,-12
70,69,-63,-257
95,24,-52,-109
-98,-20,41,65
-53,-69,-99,-212
-74,82,15,-193
69,-48,-100,-135
82,24,29,121
6,19,44,100
-55,80,53,-56
-100,-63,56,194
66,-70,-96,-82
77,76,86,183
-95,41,-89,-444
-56,-30,72,220
-11,42,15,-50
-30,-66,24,174
20,88,-82,-402
-95,17,-82,-375
58,-35,86,386
-37,37,-13,-150
93,44,-23,-64
10,-72,-37,43
-46,-60,-30,-16
-34,38,35,-5
-42,-37,-46,-106
71,23,53,184
-43,-19,40,115
-88,78,62,-58
60,43,-66,-224
-6,12,6,-12
-12,-19,81,269
16,26,-4,-48
-84,54,41,-69
82,9,9,91
80,0,42,206
-50,-77,78,338
1,-44,-21,26
97,99,-62,-287
73,-79,83,480
-55,-37,-70,-191
-53,-94,-88,-129
-38,-71,-93,-175
3,4,61,178
87,-42,-50,21
-13,14,84,211
-46,-42,71,251
43,-44,6,149
88,-21,74,352
69,-32,10,163
25,-26,4,89
-80,-92,42,230
53,-52,-72,-59
7,-83,-42,47
15,93,46,-33
88,-68,-43,95
53,-82,-16,169
79,-99,-30,187
-97,-67,-26,-41
-80,74,98,66
-85,38,-94,-443
42,-88,21,281
64,71,61,105
-97,7,52,45
14,-2,-82,-228
-41,-91,-93,-138
-97,73,63,-54
-85,-53,66,219
-19,98,94,67
-77,9,-52,-251
79,83,27,-6
59,-36,15,176
71,89,68,97
-61,53,-4,-179
0,36,54,90
80,-5,14,132
-31,-75,45,254
-42,-19,66,194
-84,35,-23,-223
-92,18,-57,-299
-19,41,-90,-371
72,-7,-30,-4
48,10,-79,-209
79,-3,7,106
75,-43,-30,71
-26,86,33,-99
-82,32,-28,-230
-41,-9,-35,-128
-19,-22,22,91
-52,-26,-25,-75
-57,-5,44,85
45,75,55,60
-33,-87,16,189
23,50,-22,-143
-82,-50,12,54
-67,-16,-38,-149
-9,-87,98,459
47,100,-20,-213
-25,-88,-15,106
-22,47,65,79
-5,-16,97,318
32,84,4,-124
-88,95,-61,-461
96,62,-26,-106
90,42,-67,-195
70,47,-60,-204
66,73,33,19
59,-15,33,188
69,-35,58,313
